id_pers;sexo;edad;grupo_edad;area;dpto;nivel_edu;quintil_ingreso;uso_internet;fex
2763;Mujer;52;45-54;Urbana;Asunción;Media;Q1;0;58
2764;Hombre;15;15-24;Urbana;Central;Media;Q1;1;57
2765;Hombre;47;45-54;Urbana;Asunción;Superior;Q5;1;140
2766;Mujer;34;25-34;Rural;San Pedro;Básica;Q4;1;68
2767;Mujer;50;45-54;Rural;Caaguazú;Superior;Q4;1;84
2768;Hombre;51;45-54;Urbana;Alto Paraná;Media;Q3;0;92
2769;Mujer;36;35-44;Urbana;Central;Media;Q1;0;132
2770;Mujer;24;15-24;Urbana;Caaguazú;Media;Q3;0;30
2771;Hombre;49;45-54;Rural;Caaguazú;Media;Q1;0;53
2772;Hombre;33;25-34;Rural;Caaguazú;Media;Q3;1;96
2773;Mujer;19;15-24;Urbana;Central;Media;Q3;1;76
2774;Hombre;18;15-24;Rural;Caaguazú;Media;Q5;1;56
2775;Mujer;15;15-24;Urbana;Central;Media;Q4;1;73
2776;Hombre;25;25-34;Urbana;Itapúa;Básica;Q3;1;145
2777;Hombre;54;45-54;Rural;Caaguazú;Media;Q2;0;22
2778;Hombre;38;35-44;Urbana;Central;Superior;Q3;1;39
2779;Hombre;25;25-34;Rural;Concepción;Básica;Q2;1;22
2780;Hombre;49;45-54;Urbana;Alto Paraná;Básica;Q2;0;97
2781;Hombre;20;15-24;Urbana;Central;Superior;Q5;1;21
2782;Mujer;36;35-44;Urbana;Asunción;Superior;Q3;1;79
2783;Mujer;31;25-34;Urbana;Concepción;Básica;Q2;0;131
2784;Mujer;49;45-54;Urbana;Central;Superior;Q3;1;32
2785;Mujer;15;15-24;Urbana;Central;Media;Q3;1;67
2786;Hombre;19;15-24;Urbana;Concepción;Superior;Q2;1;69
2787;Mujer;15;15-24;Urbana;Itapúa;Media;Q5;1;67
2788;Hombre;30;25-34;Rural;Caaguazú;Media;Q1;0;114
2789;Mujer;56;55-64;Urbana;Central;Superior;Q5;1;20
2790;Mujer;25;25-34;Rural;Concepción;Básica;Q3;0;121
2791;Mujer;25;25-34;Urbana;Central;Básica;Q3;1;129
2792;Mujer;50;45-54;Urbana;Asunción;Media;Q5;1;76
2793;Mujer;54;45-54;Urbana;Caaguazú;Básica;Q1;0;135
2794;Hombre;33;25-34;Urbana;Central;Media;Q4;1;69
2795;Hombre;47;45-54;Urbana;Alto Paraná;Superior;Q5;1;110
2796;Mujer;15;15-24;Urbana;Alto Paraná;Media;Q2;1;70
2797;Hombre;59;55-64;Urbana;Alto Paraná;Media;Q3;0;24
2798;Mujer;73;65+;Rural;Asunción;Básica;Q1;0;30
2799;Mujer;44;35-44;Urbana;Central;Media;Q3;1;77
2800;Hombre;15;15-24;Rural;Concepción;Básica;Q4;0;148
2801;Mujer;24;15-24;Urbana;Alto Paraná;Media;Q3;1;43
2802;Mujer;46;45-54;Rural;Central;Media;Q1;1;136
2803;Mujer;27;25-34;Urbana;Alto Paraná;Superior;Q5;1;139
2804;Mujer;57;55-64;Rural;Caazapá;Media;Q2;0;73
2805;Mujer;45;45-54;Urbana;Asunción;Superior;Q5;1;80
2806;Mujer;22;15-24;Urbana;Asunción;Media;Q5;1;85
2807;Mujer;35;35-44;Urbana;Asunción;Superior;Q5;1;120
2808;Hombre;18;15-24;Urbana;Asunción;Media;Q4;1;36
2809;Hombre;31;25-34;Rural;San Pedro;Básica;Q3;0;62
2810;Mujer;25;25-34;Rural;San Pedro;Básica;Q2;1;42
2811;Hombre;56;55-64;Rural;Itapúa;Básica;Q2;0;134
2812;Mujer;73;65+;Urbana;Asunción;Media;Q2;0;29
2813;Mujer;15;15-24;Rural;Caaguazú;Básica;Q1;1;117
2814;Hombre;15;15-24;Urbana;Alto Paraná;Media;Q4;1;77
2815;Mujer;30;25-34;Urbana;Asunción;Media;Q4;1;112
2816;Mujer;15;15-24;Rural;Caaguazú;Media;Q3;0;135
2817;Mujer;35;35-44;Urbana;Asunción;Media;Q4;1;64
2818;Hombre;48;45-54;Urbana;Asunción;Superior;Q5;1;49
2819;Hombre;61;55-64;Urbana;Caaguazú;Básica;Q3;0;104
2820;Hombre;38;35-44;Urbana;Itapúa;Media;Q2;1;149
2821;Mujer;31;25-34;Urbana;Itapúa;Media;Q3;1;114
2822;Hombre;15;15-24;Urbana;Itapúa;Superior;Q4;1;123
2823;Mujer;35;35-44;Rural;San Pedro;Básica;Q2;1;101
2824;Hombre;36;35-44;Rural;Concepción;Básica;Q1;0;67
2825;Hombre;46;45-54;Rural;Concepción;Básica;Q3;0;105
2826;Mujer;22;15-24;Urbana;Itapúa;Media;Q2;1;36
2827;Mujer;27;25-34;Rural;San Pedro;Media;Q2;0;83
2828;Hombre;15;15-24;Rural;Caaguazú;Media;Q4;1;94
2829;Hombre;15;15-24;Urbana;Asunción;Media;Q1;1;137
2830;Hombre;15;15-24;Urbana;Asunción;Básica;Q2;1;139
2831;Hombre;15;15-24;Urbana;Central;Media;Q5;1;27
2832;Mujer;41;35-44;Urbana;Asunción;Básica;Q2;1;102
2833;Hombre;25;25-34;Urbana;Central;Superior;Q5;1;123
2834;Hombre;25;25-34;Urbana;Central;Superior;Q5;1;89
2835;Hombre;17;15-24;Urbana;Asunción;Media;Q2;1;32
2836;Mujer;15;15-24;Urbana;Asunción;Media;Q3;1;50
2837;Mujer;62;55-64;Urbana;Caaguazú;Superior;Q4;1;60
2838;Hombre;16;15-24;Rural;Concepción;Básica;Q1;0;106
2839;Mujer;27;25-34;Rural;Concepción;Media;Q2;0;28
2840;Hombre;15;15-24;Urbana;Itapúa;Superior;Q5;1;91
2841;Hombre;52;45-54;Urbana;Asunción;Media;Q4;0;34
2842;Mujer;37;35-44;Urbana;Asunción;Básica;Q3;1;71
2843;Mujer;20;15-24;Urbana;Asunción;Media;Q3;1;75
2844;Mujer;27;25-34;Urbana;Central;Superior;Q4;1;78
2845;Mujer;65;65+;Rural;Caaguazú;Básica;Q2;0;112
2846;Hombre;33;25-34;Urbana;Asunción;Media;Q4;1;30
2847;Mujer;31;25-34;Rural;San Pedro;Media;Q2;0;54
2848;Hombre;18;15-24;Rural;Caazapá;Media;Q2;0;103
2849;Mujer;15;15-24;Urbana;Central;Media;Q3;1;142
2850;Hombre;32;25-34;Urbana;Caazapá;Media;Q3;1;100
2851;Mujer;40;35-44;Urbana;Asunción;Media;Q4;1;134
2852;Hombre;54;45-54;Urbana;Central;Media;Q3;0;145
2853;Hombre;15;15-24;Urbana;Alto Paraná;Media;Q2;1;134
2854;Mujer;15;15-24;Rural;Caazapá;Media;Q2;0;146
2855;Hombre;24;15-24;Rural;Caaguazú;Básica;Q4;1;121
2856;Mujer;34;25-34;Rural;San Pedro;Básica;Q1;0;135
2857;Hombre;32;25-34;Urbana;Asunción;Media;Q1;1;83
2858;Hombre;32;25-34;Urbana;Central;Media;Q4;1;64
2859;Hombre;42;35-44;Urbana;Central;Superior;Q5;1;149
2860;Hombre;18;15-24;Urbana;Central;Superior;Q5;1;32
2861;Mujer;51;45-54;Urbana;Asunción;Media;Q3;1;144
2862;Hombre;42;35-44;Urbana;Central;Media;Q5;1;76
2863;Mujer;29;25-34;Urbana;Central;Media;Q2;1;22
2864;Mujer;63;55-64;Rural;Caazapá;Básica;Q2;0;124
2865;Hombre;63;55-64;Rural;Concepción;Básica;Q2;0;77
2866;Mujer;51;45-54;Urbana;Central;Media;Q1;0;123
2867;Mujer;15;15-24;Rural;Concepción;Básica;Q2;1;25
2868;Mujer;63;55-64;Urbana;Asunción;Media;Q4;1;146
2869;Hombre;49;45-54;Urbana;Central;Media;Q3;1;107
2870;Hombre;71;65+;Rural;San Pedro;Media;Q5;0;26
2871;Mujer;57;55-64;Urbana;Alto Paraná;Media;Q4;1;20
2872;Mujer;63;55-64;Rural;Caaguazú;Media;Q4;0;97
2873;Mujer;50;45-54;Rural;Caaguazú;Básica;Q3;0;146
2874;Hombre;59;55-64;Rural;Caaguazú;Superior;Q5;1;88
2875;Mujer;70;65+;Rural;San Pedro;Básica;Q3;0;66
2876;Hombre;38;35-44;Urbana;Central;Media;Q4;1;142
2877;Mujer;15;15-24;Urbana;Caaguazú;Básica;Q2;1;147
2878;Hombre;29;25-34;Urbana;Central;Media;Q3;1;121
2879;Mujer;42;35-44;Urbana;Central;Superior;Q3;1;113
2880;Hombre;36;35-44;Urbana;Central;Media;Q4;1;20
2881;Hombre;15;15-24;Rural;Caaguazú;Básica;Q1;1;60
2882;Mujer;15;15-24;Urbana;Central;Media;Q3;1;140
2883;Hombre;21;15-24;Rural;San Pedro;Básica;Q1;0;67
2884;Hombre;49;45-54;Rural;Concepción;Media;Q4;0;63
2885;Hombre;63;55-64;Urbana;Alto Paraná;Media;Q5;0;89
2886;Mujer;51;45-54;Urbana;Itapúa;Media;Q4;1;78
2887;Mujer;54;45-54;Urbana;Asunción;Superior;Q5;1;131
2888;Hombre;33;25-34;Urbana;Asunción;Media;Q3;1;30
2889;Mujer;15;15-24;Urbana;Itapúa;Media;Q3;1;105
2890;Mujer;26;25-34;Urbana;Central;Media;Q2;1;110
2891;Hombre;30;25-34;Rural;Alto Paraná;Media;Q3;1;134
2892;Mujer;26;25-34;Urbana;Central;Superior;Q4;1;74
2893;Mujer;35;35-44;Rural;Caaguazú;Básica;Q4;1;58
2894;Mujer;42;35-44;Rural;Caaguazú;Básica;Q2;0;101
2895;Hombre;50;45-54;Urbana;Asunción;Media;Q3;1;114
2896;Mujer;29;25-34;Urbana;Central;Básica;Q4;0;42
2897;Mujer;15;15-24;Rural;San Pedro;Básica;Q2;0;40
2898;Hombre;26;25-34;Rural;Caaguazú;Básica;Q1;0;54
2899;Hombre;35;35-44;Urbana;Alto Paraná;Superior;Q4;1;52
2900;Hombre;57;55-64;Urbana;Central;Media;Q3;1;117
2901;Hombre;24;15-24;Urbana;Asunción;Media;Q4;1;88
2902;Mujer;44;35-44;Urbana;Caaguazú;Media;Q2;1;91
2903;Hombre;40;35-44;Urbana;Asunción;Superior;Q5;1;21
2904;Hombre;35;35-44;Urbana;Central;Media;Q5;1;149
2905;Mujer;51;45-54;Rural;Caazapá;Básica;Q1;0;127
2906;Hombre;23;15-24;Urbana;Asunción;Básica;Q1;1;77
2907;Mujer;24;15-24;Urbana;Alto Paraná;Media;Q4;1;28
2908;Hombre;34;25-34;Urbana;Central;Media;Q3;0;110
2909;Hombre;23;15-24;Rural;Caaguazú;Básica;Q2;0;89
2910;Hombre;44;35-44;Urbana;Itapúa;Media;Q4;1;108
2911;Hombre;22;15-24;Rural;Concepción;Media;Q3;1;108
2912;Hombre;39;35-44;Urbana;Central;Media;Q5;1;40
2913;Mujer;33;25-34;Urbana;Central;Media;Q3;1;62
2914;Mujer;38;35-44;Urbana;Asunción;Básica;Q1;0;22
2915;Hombre;26;25-34;Rural;Caaguazú;Media;Q5;1;147
2916;Mujer;28;25-34;Urbana;Asunción;Superior;Q3;1;124
2917;Mujer;36;35-44;Urbana;Asunción;Superior;Q3;1;140
2918;Mujer;38;35-44;Rural;San Pedro;Superior;Q5;1;25
2919;Hombre;34;25-34;Rural;San Pedro;Básica;Q1;0;85
2920;Hombre;65;65+;Urbana;Asunción;Media;Q2;0;117
2921;Hombre;17;15-24;Rural;San Pedro;Media;Q3;0;33
2922;Mujer;33;25-34;Urbana;Central;Media;Q1;0;121
2923;Mujer;15;15-24;Urbana;Asunción;Básica;Q2;1;104
2924;Hombre;41;35-44;Urbana;Central;Media;Q3;0;148
2925;Hombre;15;15-24;Urbana;Central;Media;Q4;1;38
2926;Mujer;29;25-34;Urbana;Alto Paraná;Media;Q2;1;101
2927;Mujer;28;25-34;Urbana;Central;Superior;Q5;1;143
2928;Mujer;40;35-44;Urbana;Itapúa;Media;Q2;0;116
2929;Mujer;25;25-34;Urbana;Central;Básica;Q2;1;63
2930;Hombre;24;15-24;Urbana;Asunción;Básica;Q4;1;35
2931;Mujer;60;55-64;Urbana;Central;Superior;Q4;1;145
2932;Mujer;40;35-44;Urbana;Central;Superior;Q3;1;29
2933;Hombre;24;15-24;Urbana;Central;Básica;Q1;1;146
2934;Mujer;30;25-34;Rural;Caaguazú;Básica;Q4;1;59
2935;Mujer;64;55-64;Urbana;Central;Superior;Q5;1;131
2936;Hombre;30;25-34;Urbana;Asunción;Media;Q5;0;92
2937;Mujer;22;15-24;Urbana;Itapúa;Superior;Q5;1;138
2938;Mujer;22;15-24;Rural;Caaguazú;Media;Q3;1;75
2939;Mujer;25;25-34;Urbana;Central;Básica;Q1;0;130
2940;Hombre;24;15-24;Urbana;Concepción;Superior;Q5;1;50
2941;Hombre;15;15-24;Urbana;Alto Paraná;Media;Q3;1;80
2942;Mujer;15;15-24;Rural;Caaguazú;Básica;Q1;0;130
2943;Hombre;20;15-24;Urbana;Itapúa;Media;Q3;1;35
2944;Mujer;45;45-54;Urbana;Central;Superior;Q3;1;114
2945;Mujer;28;25-34;Urbana;Central;Básica;Q1;0;76
2946;Hombre;31;25-34;Urbana;Itapúa;Media;Q4;1;86
2947;Mujer;57;55-64;Urbana;Asunción;Básica;Q1;0;95
2948;Mujer;58;55-64;Rural;Caaguazú;Media;Q2;1;55
2949;Hombre;29;25-34;Urbana;Central;Media;Q3;1;32
2950;Mujer;23;15-24;Urbana;Alto Paraná;Media;Q4;1;22
2951;Mujer;19;15-24;Urbana;Asunción;Media;Q2;1;76
2952;Mujer;47;45-54;Urbana;Central;Superior;Q2;1;54
2953;Mujer;31;25-34;Urbana;Central;Superior;Q5;1;102
2954;Hombre;28;25-34;Urbana;Asunción;Media;Q1;1;113
2955;Mujer;20;15-24;Rural;Itapúa;Media;Q1;1;85
2956;Mujer;21;15-24;Urbana;Asunción;Media;Q3;1;100
2957;Mujer;40;35-44;Urbana;Central;Básica;Q1;0;92
2958;Mujer;15;15-24;Rural;San Pedro;Media;Q3;1;20
2959;Hombre;52;45-54;Urbana;Central;Media;Q5;1;129
2960;Mujer;25;25-34;Rural;Concepción;Media;Q3;0;27
2961;Hombre;32;25-34;Urbana;Itapúa;Superior;Q5;1;73
2962;Hombre;15;15-24;Urbana;Central;Media;Q5;1;34
2963;Hombre;34;25-34;Urbana;Central;Básica;Q1;0;106
2964;Mujer;29;25-34;Urbana;Central;Superior;Q4;1;62
2965;Mujer;34;25-34;Urbana;Central;Media;Q4;1;29
2966;Mujer;61;55-64;Rural;Concepción;Media;Q3;0;25
2967;Mujer;38;35-44;Rural;Concepción;Básica;Q3;1;50
2968;Mujer;20;15-24;Urbana;Asunción;Media;Q4;1;106
2969;Mujer;22;15-24;Rural;San Pedro;Media;Q3;1;113
2970;Mujer;45;45-54;Urbana;Alto Paraná;Media;Q1;1;36
2971;Hombre;58;55-64;Rural;Caaguazú;Media;Q1;0;38
2972;Hombre;40;35-44;Urbana;Central;Superior;Q4;1;97
2973;Mujer;47;45-54;Rural;Caaguazú;Básica;Q1;0;144
2974;Mujer;45;45-54;Urbana;Central;Media;Q4;1;91
2975;Hombre;60;55-64;Rural;Caaguazú;Media;Q3;0;112
2976;Hombre;15;15-24;Rural;Caaguazú;Media;Q4;0;94
2977;Mujer;47;45-54;Urbana;Central;Media;Q3;0;33
2978;Hombre;52;45-54;Urbana;Asunción;Media;Q4;1;143
2979;Mujer;15;15-24;Rural;Concepción;Básica;Q3;0;29
2980;Mujer;19;15-24;Urbana;Alto Paraná;Media;Q4;1;118
2981;Hombre;19;15-24;Urbana;Central;Media;Q3;1;147
2982;Hombre;21;15-24;Urbana;Central;Media;Q1;1;61
2983;Mujer;26;25-34;Rural;San Pedro;Básica;Q1;0;42
2984;Mujer;39;35-44;Urbana;Asunción;Superior;Q4;1;93
2985;Mujer;50;45-54;Urbana;Asunción;Superior;Q5;1;123
2986;Mujer;54;45-54;Rural;San Pedro;Básica;Q2;0;143
2987;Hombre;19;15-24;Urbana;Alto Paraná;Básica;Q2;0;110
2988;Mujer;19;15-24;Urbana;San Pedro;Superior;Q5;1;63
2989;Mujer;58;55-64;Urbana;Asunción;Superior;Q5;1;84
2990;Mujer;46;45-54;Rural;San Pedro;Superior;Q5;1;118
2991;Hombre;36;35-44;Urbana;Itapúa;Media;Q2;0;122
2992;Mujer;43;35-44;Urbana;Central;Básica;Q1;0;29
2993;Mujer;34;25-34;Rural;Caaguazú;Superior;Q5;1;99
2994;Hombre;44;35-44;Urbana;Caazapá;Media;Q4;1;145
2995;Hombre;28;25-34;Rural;Caaguazú;Media;Q3;1;122
2996;Mujer;39;35-44;Urbana;Central;Básica;Q2;0;20
2997;Hombre;15;15-24;Rural;Concepción;Media;Q3;0;49
2998;Hombre;22;15-24;Urbana;Asunción;Básica;Q2;1;77
2999;Hombre;22;15-24;Rural;Caaguazú;Media;Q2;0;111
3000;Mujer;28;25-34;Urbana;Asunción;Media;Q4;1;92
3001;Mujer;18;15-24;Urbana;Central;Superior;Q4;1;30
3002;Mujer;25;25-34;Rural;San Pedro;Básica;Q2;0;115
3003;Hombre;15;15-24;Urbana;Central;Media;Q1;1;129
3004;Mujer;44;35-44;Rural;Caaguazú;Básica;Q2;0;46
3005;Mujer;33;25-34;Urbana;Asunción;Superior;Q4;1;28
3006;Mujer;15;15-24;Urbana;Asunción;Media;Q3;1;122
3007;Mujer;19;15-24;Rural;Concepción;Media;Q3;1;103
3008;Hombre;41;35-44;Urbana;Central;Básica;Q2;0;124
3009;Mujer;25;25-34;Rural;Caazapá;Básica;Q1;0;93
3010;Hombre;22;15-24;Urbana;Alto Paraná;Media;Q5;1;75
3011;Mujer;33;25-34;Urbana;Asunción;Media;Q3;1;145
3012;Hombre;41;35-44;Rural;Caaguazú;Media;Q4;1;121
3013;Hombre;15;15-24;Urbana;Alto Paraná;Básica;Q2;1;73
3014;Hombre;44;35-44;Urbana;Central;Media;Q4;1;137
3015;Mujer;20;15-24;Rural;Caazapá;Media;Q3;1;149
3016;Hombre;34;25-34;Urbana;Central;Superior;Q5;1;60
3017;Mujer;34;25-34;Urbana;Central;Superior;Q5;1;136
3018;Hombre;25;25-34;Rural;Concepción;Básica;Q2;0;25
3019;Hombre;16;15-24;Rural;San Pedro;Media;Q4;0;47
3020;Mujer;29;25-34;Urbana;Central;Básica;Q1;1;40
3021;Hombre;64;55-64;Urbana;Asunción;Básica;Q1;1;66
3022;Hombre;15;15-24;Rural;San Pedro;Media;Q3;1;93
3023;Mujer;65;65+;Urbana;Asunción;Superior;Q5;1;113
3024;Hombre;30;25-34;Urbana;Central;Básica;Q2;0;137
3025;Hombre;35;35-44;Rural;Caazapá;Básica;Q2;0;40
3026;Hombre;15;15-24;Urbana;Asunción;Media;Q2;1;95
3027;Mujer;21;15-24;Urbana;Alto Paraná;Media;Q3;1;92
3028;Mujer;25;25-34;Rural;San Pedro;Media;Q3;1;79
3029;Mujer;16;15-24;Rural;San Pedro;Básica;Q3;0;110
3030;Mujer;31;25-34;Rural;Asunción;Básica;Q1;0;86
3031;Hombre;27;25-34;Urbana;Asunción;Media;Q3;1;91
3032;Hombre;68;65+;Urbana;Asunción;Superior;Q5;0;137
3033;Mujer;15;15-24;Rural;San Pedro;Media;Q5;1;131
3034;Hombre;36;35-44;Urbana;Asunción;Superior;Q5;1;95
3035;Hombre;39;35-44;Rural;Caaguazú;Básica;Q1;0;40
3036;Hombre;15;15-24;Urbana;Asunción;Superior;Q5;1;144
3037;Hombre;47;45-54;Rural;Caaguazú;Básica;Q3;0;100
3038;Mujer;27;25-34;Urbana;Central;Superior;Q5;1;124
3039;Hombre;15;15-24;Urbana;Central;Media;Q5;1;27
3040;Mujer;46;45-54;Urbana;Itapúa;Media;Q5;1;136
3041;Hombre;15;15-24;Rural;San Pedro;Básica;Q1;1;110
3042;Mujer;16;15-24;Urbana;Central;Media;Q2;1;109
3043;Hombre;47;45-54;Urbana;Central;Básica;Q2;0;34
3044;Hombre;28;25-34;Urbana;Asunción;Superior;Q5;1;112
3045;Mujer;51;45-54;Urbana;Alto Paraná;Media;Q3;1;29
3046;Mujer;56;55-64;Rural;Concepción;Básica;Q2;0;27
3047;Hombre;23;15-24;Urbana;Asunción;Media;Q1;0;62
3048;Hombre;49;45-54;Urbana;Asunción;Básica;Q1;0;23
3049;Hombre;21;15-24;Urbana;Central;Media;Q3;1;40
3050;Hombre;75;65+;Rural;Caazapá;Media;Q2;0;114
3051;Hombre;22;15-24;Rural;Concepción;Media;Q4;1;128
3052;Hombre;53;45-54;Urbana;Central;Básica;Q4;1;43
3053;Hombre;50;45-54;Urbana;Asunción;Superior;Q5;1;127
3054;Hombre;40;35-44;Urbana;Central;Media;Q4;1;82
3055;Mujer;22;15-24;Rural;Caazapá;Superior;Q1;0;144
3056;Mujer;32;25-34;Urbana;Central;Básica;Q2;0;38
3057;Mujer;15;15-24;Rural;San Pedro;Media;Q4;1;26
3058;Hombre;39;35-44;Urbana;Asunción;Media;Q4;1;129
3059;Hombre;41;35-44;Rural;Caaguazú;Básica;Q1;0;67
3060;Mujer;37;35-44;Urbana;Asunción;Básica;Q3;1;79
3061;Hombre;15;15-24;Rural;Concepción;Media;Q5;1;86
3062;Hombre;15;15-24;Urbana;Asunción;Básica;Q1;1;127
3063;Mujer;21;15-24;Urbana;Itapúa;Media;Q2;1;29
3064;Mujer;40;35-44;Rural;Concepción;Media;Q3;0;91
3065;Mujer;40;35-44;Urbana;Central;Superior;Q2;0;75
3066;Hombre;31;25-34;Urbana;Central;Superior;Q5;1;64
3067;Hombre;46;45-54;Rural;San Pedro;Básica;Q4;0;65
3068;Mujer;16;15-24;Urbana;Asunción;Media;Q4;1;140
3069;Hombre;45;45-54;Urbana;Caaguazú;Media;Q4;0;54
3070;Mujer;43;35-44;Urbana;Central;Superior;Q5;1;79
3071;Mujer;41;35-44;Urbana;Asunción;Superior;Q4;1;84
3072;Mujer;31;25-34;Rural;Caaguazú;Superior;Q5;1;113
3073;Hombre;67;65+;Urbana;Asunción;Superior;Q5;0;87
3074;Hombre;43;35-44;Urbana;Asunción;Superior;Q5;1;100
3075;Mujer;17;15-24;Urbana;Asunción;Superior;Q3;1;71
3076;Mujer;39;35-44;Urbana;Asunción;Media;Q3;1;113
3077;Mujer;48;45-54;Rural;Concepción;Superior;Q4;1;80
3078;Hombre;24;15-24;Rural;Caazapá;Media;Q4;1;48
3079;Hombre;54;45-54;Urbana;Central;Básica;Q2;0;126
3080;Mujer;41;35-44;Urbana;Central;Básica;Q1;0;119
3081;Mujer;15;15-24;Rural;San Pedro;Básica;Q3;0;101
3082;Mujer;40;35-44;Urbana;Asunción;Superior;Q4;1;87
3083;Hombre;27;25-34;Urbana;Central;Media;Q2;1;47
3084;Mujer;44;35-44;Urbana;Alto Paraná;Media;Q5;1;132
3085;Mujer;51;45-54;Urbana;Asunción;Superior;Q3;1;32
3086;Mujer;38;35-44;Rural;Caaguazú;Básica;Q1;0;69
3087;Hombre;64;55-64;Urbana;Caaguazú;Superior;Q3;0;130
3088;Hombre;31;25-34;Rural;Concepción;Media;Q2;0;97
3089;Mujer;46;45-54;Urbana;Asunción;Superior;Q5;1;77
3090;Hombre;49;45-54;Urbana;Asunción;Básica;Q2;0;122
3091;Hombre;33;25-34;Rural;Central;Superior;Q4;1;148
3092;Mujer;49;45-54;Rural;San Pedro;Básica;Q1;0;44
3093;Hombre;24;15-24;Rural;Caaguazú;Básica;Q1;0;26
3094;Mujer;27;25-34;Urbana;Central;Media;Q3;1;80
3095;Hombre;15;15-24;Rural;Caaguazú;Media;Q3;1;57
3096;Mujer;39;35-44;Urbana;Asunción;Superior;Q4;1;106
3097;Mujer;40;35-44;Urbana;Central;Media;Q2;0;84
3098;Hombre;56;55-64;Urbana;Asunción;Superior;Q3;0;84
3099;Hombre;49;45-54;Urbana;Central;Media;Q1;1;66
3100;Hombre;29;25-34;Rural;Caaguazú;Básica;Q1;0;47
3101;Hombre;15;15-24;Rural;San Pedro;Media;Q4;1;47
3102;Mujer;42;35-44;Urbana;Central;Media;Q3;1;70
3103;Mujer;54;45-54;Urbana;Caaguazú;Superior;Q2;1;108
3104;Hombre;48;45-54;Rural;Caazapá;Media;Q3;0;63
3105;Hombre;54;45-54;Urbana;Asunción;Media;Q3;0;62
3106;Hombre;31;25-34;Urbana;Central;Superior;Q4;1;75
3107;Mujer;26;25-34;Urbana;Central;Media;Q2;1;148
3108;Hombre;21;15-24;Urbana;Central;Básica;Q3;0;31
3109;Mujer;33;25-34;Rural;Concepción;Media;Q4;1;58
3110;Mujer;33;25-34;Urbana;Caaguazú;Media;Q3;1;57
3111;Mujer;38;35-44;Urbana;Central;Superior;Q4;1;146
3112;Hombre;32;25-34;Rural;Concepción;Básica;Q1;0;72
3113;Mujer;32;25-34;Urbana;Asunción;Media;Q4;1;93
3114;Hombre;21;15-24;Rural;Caazapá;Básica;Q2;1;45
3115;Hombre;51;45-54;Urbana;Alto Paraná;Básica;Q1;0;21
3116;Mujer;36;35-44;Rural;Caaguazú;Media;Q3;1;64
3117;Mujer;31;25-34;Urbana;Alto Paraná;Media;Q5;1;103
3118;Hombre;21;15-24;Urbana;Central;Superior;Q4;1;109
3119;Hombre;15;15-24;Urbana;Central;Media;Q3;1;118
3120;Hombre;58;55-64;Urbana;Itapúa;Media;Q4;1;131
3121;Hombre;44;35-44;Rural;San Pedro;Básica;Q1;0;35
3122;Hombre;15;15-24;Urbana;Caazapá;Básica;Q2;0;30
3123;Hombre;48;45-54;Urbana;Asunción;Superior;Q5;1;122
3124;Hombre;51;45-54;Urbana;Central;Básica;Q3;1;76
3125;Mujer;37;35-44;Rural;San Pedro;Básica;Q2;0;143
3126;Mujer;63;55-64;Rural;San Pedro;Media;Q3;0;142
3127;Mujer;38;35-44;Urbana;Central;Superior;Q5;1;38
3128;Hombre;15;15-24;Urbana;Asunción;Superior;Q5;1;109
3129;Mujer;41;35-44;Urbana;Itapúa;Media;Q3;1;28
3130;Mujer;39;35-44;Urbana;Asunción;Básica;Q1;1;72
3131;Mujer;24;15-24;Urbana;Asunción;Media;Q5;1;129
3132;Mujer;45;45-54;Urbana;Itapúa;Superior;Q3;1;79
3133;Mujer;15;15-24;Rural;Concepción;Básica;Q1;0;24
3134;Mujer;52;45-54;Rural;Concepción;Básica;Q1;0;51
3135;Hombre;19;15-24;Urbana;Asunción;Básica;Q1;0;31
3136;Mujer;17;15-24;Urbana;Alto Paraná;Básica;Q3;1;73
3137;Mujer;32;25-34;Rural;Caaguazú;Media;Q3;0;110
3138;Mujer;42;35-44;Urbana;Caazapá;Básica;Q1;0;105
3139;Mujer;37;35-44;Urbana;Central;Media;Q4;1;113
3140;Hombre;21;15-24;Rural;Caazapá;Básica;Q2;1;69
3141;Hombre;25;25-34;Urbana;Alto Paraná;Media;Q4;1;54
3142;Mujer;15;15-24;Urbana;Central;Básica;Q1;0;27
3143;Mujer;30;25-34;Urbana;Alto Paraná;Media;Q1;1;142
3144;Mujer;54;45-54;Urbana;Central;Superior;Q5;1;35
3145;Hombre;34;25-34;Urbana;Asunción;Básica;Q1;0;43
3146;Hombre;50;45-54;Urbana;Central;Media;Q1;0;23
3147;Mujer;61;55-64;Urbana;Central;Superior;Q5;1;61
3148;Mujer;24;15-24;Rural;Concepción;Básica;Q2;0;126
3149;Mujer;31;25-34;Urbana;Central;Básica;Q2;1;63
3150;Hombre;74;65+;Urbana;Central;Básica;Q2;0;106
3151;Mujer;60;55-64;Urbana;Alto Paraná;Media;Q3;1;145
3152;Hombre;15;15-24;Urbana;Central;Media;Q1;1;136
3153;Mujer;41;35-44;Rural;San Pedro;Básica;Q1;0;43
3154;Hombre;35;35-44;Urbana;Asunción;Superior;Q3;1;66
3155;Hombre;49;45-54;Urbana;Asunción;Superior;Q5;1;117
3156;Mujer;21;15-24;Urbana;Asunción;Media;Q4;1;147
3157;Mujer;19;15-24;Urbana;Asunción;Superior;Q4;1;113
